投诉问题,投诉对象,发布日期,投诉要求,投诉内容
 虚假宣传,宁波银行,2022年05月14日 22:29, 赔偿,宁波银行宁来花虚假宣传组团平分红包活动，到了开奖时间，根本立进不去！活动14号规定就可以开红包，结果呢上午直接显示抽过了，不让抽，修复后，推到下午3点重新抽红包，好家伙到了下午3点活动进都进不去，你可真行啊，还是那句话，办不起活动别办，丢人，上午不让抽，显示抽过了，推到下午让抽奖，到了下午3点卡的进都进不去，等卡了一个多小时才能进去，进去抽了1000积分，我笑了，你们这种活动就别出来招人骂了，拉了50人组队，等了这多天，你就这么对待参加活动的人啊，办不起活动别办，就这样，看透你们这宁波银行搞的破烂活动了，以后也不会再参加有关你们宁波银行的所有活动，就这样，弟中之弟的行为
 虚假宣传,宁波银行,2022年05月14日 21:26," 解释,赔偿",宁波银行推出宁来花组团拉人活动，说组团满50人瓜分500现金，而本人开团组满满50人后，宁波银行却只给1000积分，拒发红包。
 虚假宣传,宁波银行,2022年05月14日 20:44, 赔偿,宁波银行组队分红包活动 在经历了“重重险阻”“漫长无尽”的时间之后 竟然偷换活动奖励 此做法令人“深感遗憾”  最初的规则他们应该最清楚 也不再过多赘述  在临开奖之前更是“偷梁换柱” 偷改活动规则 像老鼠一样悄无声息 此思路此所作所为不得不说令人“叹为观止” 打着活动的幌子搞着欺诈虚假宣传拉人头的实质令人“深感失望”  强烈敦促宁波银行应当“改弦易辙”应当“做正确的事情”  尽快给出一个合理的措施
 虚假宣传,宁波银行,2022年05月14日 20:33, 赔偿,创建虚假活动，以50人组团瓜分500的标题，引诱客户组团，非法搜集客户资料，组团成功后用户长时间无法进入活动页面领取红包，即使进入也是500积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为，而且规则和修改过和之前活动规则与实际不同，虚假宣传。何止诱导拉人，拉完人还诱导贷款
" 充值不成功,功能限制,钓鱼纠纷,退款不及时,合作商户不诚信,冻结账户,发票问题,虚假宣传,私自扣款,资金流失,终端设备故障,客服服务态度差",宁波银行,2022年05月14日 20:30," 退款,解释,改善服务,赔偿,解封账户",创建虚假活动，以50人组团瓜分500的标题，引诱客户组团，非法搜集客服资料，组团成功后用户长时间无法进入活动页面领取红包，即使进入也是2元红包跟500积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为，活动与实际不服，虚假宣传。何止诱导拉人，拉完人还诱导贷款
 虚假宣传,宁波银行,2022年05月14日 20:13, 赔偿,5月7号更新的活动 创建虚假活动，以50人组团瓜分500的标题，引诱客户组团，非法搜集客服资料，到了14号瓜分日期软件卡的要死 开始说的50人瓜分500现金 结果进都进不去即使进入也是2元红包或者1000积分积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为，活动与实际不服，虚假宣传。
" 虚假宣传,虚假宣传",宁波银行,2022年05月14日 20:11, 赔偿,创建虚假活动，以50人组团瓜分500的标题，引诱客户组团，非法搜集客服资料，组团成功后用户长时间无法进入活动页面领取红包，即使进入也是2元红包跟500积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为，活动与实际不服，虚假宣传。何止诱导拉人，拉完人还诱导贷款
 虚假宣传,宁波银行,2022年05月14日 20:09," 赔偿,解释",宁波银行宁来花微信虚假活动，50人组团领500元红包，一到领取时间点进去就白屏，能点进去了直接就是积分了，搞笑呢，开不起活动开什么。
 虚假宣传,宁波银行,2022年05月14日 20:08," 解释,改善服务,赔偿",参与宁波银行公众号瓜分红包活动，偷偷修改规则，平分红包变成积分，严重虚假宣传，骗取关注量
 虚假宣传,宁波银行,2022年05月14日 20:05, 赔偿,宁波银行宁来花的活动，组团50人平分500元，今天上午十点开始抽奖，结果上午根本进不去，又改为下午抽奖，下午三点抽奖抽了500积分，积分能兑换的商品最低都是几万分，宁波银行做为一家银行，不守承诺，欺骗愚昧消费者，我们要求他履行承诺兑付我们应该得到的。
 虚假宣传,宁波银行,2022年05月14日 20:04," 解释,改善服务,赔偿",宁波银行创建虚假活动，以50人组团瓜分500的标题，引诱客户组团，非法搜集客服资料，组团成功后用户长时间无法进入活动页面领取红包，即使进入也是2元红包跟500积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为，活动与实际不服，虚假宣传。何止诱导拉人，拉完人还诱导贷款
 虚假宣传,宁波银行,2022年05月14日 20:03," 退款,赔偿",创建虚假活动，以50人组团瓜分500的标题，引诱客户组团，非法搜集客服资料，组团成功后用户长时间无法进入活动页面领取红包，即使进入也是2元红包跟500积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为，活动与实际不服，虚假宣传。何止诱导拉人，拉完人还诱导贷款
" 虚假宣传,虚假活动",宁波银行,2022年05月14日 20:00, 赔偿,引诱客户组团，非法搜集客户资料，组团成功后用户长时间无法进入活动页面领取红包，即使后面进入也是积分没有红包，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为，活动与实际不符，虚假宣传。何止诱导拉人，拉完人还诱导贷款。
 虚假宣传,宁波银行,2022年05月14日 19:59," 解释,改善服务,赔偿",以50人组团瓜分500的标题，引诱客户组团，非法搜集客服资料，组团成功后用户长时间无法进入活动页面领取红包，即使进入也是2元红包跟500积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为
 虚假宣传,宁波银行,2022年05月14日 19:59," 解释,改善服务,赔偿",前几天参与宁波银行公众号组团瓜分红包活动，今天开奖，私自更改规则，红包变积分，虚假宣传虚假引流
 虚假宣传,宁波银行,2022年05月14日 19:58, 解释,创建虚假活动，以50人组团瓜分500的标题，引诱客户组团，非法搜集客服资料，组团成功后用户长时间无法进入活动页面领取红包，即使进入也只是500积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为！
 虚假宣传,宁波银行,2022年05月14日 19:54, 赔偿,小程序宣传50个人开团，平分500元红包，到今天开奖时变成500积分了
 虚假宣传,宁波银行,2022年05月14日 19:54," 改善服务,赔偿",微信公众号宁波银行宁来花虚假宣传组团五十人平分五百元红包，然后等到了开奖时间，准时进去的，页面一直进不去，如果说是我网络不好，我跟家族群里面家人组团，大家都是一样进不去，等过了1个多小时可以进了就显示奖品已经领完了，给的等价积分，而积分却一点用也没有。家族群里30多人，没一个可以进得去领到现金的。
 虚假宣传,宁波银行,2022年05月14日 19:52, 赔偿,创建虚假活动，以50人组团瓜分500的标题，引诱客户组团，非法搜集客服资料，组团成功后用户长时间无法进入活动页面领取红包，即使进入也是2元红包跟500积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为，活动与实际不服，虚假宣传。何止诱导拉人，拉完人还诱导贷款
 虚假宣传,宁波银行,2022年05月14日 19:52, 赔偿,今天早上进去的时候故意限制不给领，后面突然把规则改了，人人瓜分红包的，后面一直进不去，非常生气，浪费了我那么多时间，要不是你们举办活动为了宣传银行？自己正规把奖励发放，谁会投诉你们？睁大眼睛看时间，用数据Wi-Fi都进不去，故意拖
" 创建虚假活动,创建虚假活动，欺诈,创建虚假活动，欺诈,创建虚假活动，欺诈,创建虚假活动，欺诈,创建虚假活动，欺诈",宁波银行,2022年05月14日 19:51, 解释,创建虚假活动，以50人组团瓜分500的标题，引诱客户组团，非法搜集客服资料，组团成功后用户长时间无法进入活动页面领取红包，即使进入也是2元红包跟500积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为，活动与实际不服，虚假宣传。何止诱导拉人，拉完人还诱导贷款，性质恶劣
 虚假宣传,宁波银行,2022年05月14日 19:51, 赔偿,宁波银行宁来花开团活动，规则清清楚楚写的开团50人平分500元，为了响应活动积极辛辛苦苦邀请亲朋好友50人成团，开始说14号12点开奖，结果进去显示已开奖，但没一个人收到奖励，后面又发公告说15点，15点登上去抽奖一直无法正常抽奖，我是第一次一个手机号参与活动为什么恶意剥夺我抽奖资格？请后台核实补发我20抽奖红包   我是团长辛辛苦苦成团抽奖可以得翻倍红包   请不要恶意剥夺我的抽奖资格   请不要虚假宣传活动
 虚假宣传,宁波银行,2022年05月14日 19:49, 赔偿,创建虚假活动，以50人组团瓜分500的标题，引诱客户组团，非法搜集客户资料，组团成功后用户长时间无法进入活动页面领取红包，即使进入也是2元红包跟500积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为，活动与实际不服，虚假宣传。何止诱导拉人，拉完人还诱导贷款
 虚假宣传,宁波银行,2022年05月14日 19:48, 赔偿,宣传50人开团平分500红包，然后变成500积分
 虚假宣传,宁波银行,2022年05月14日 19:46," 解释,赔偿",创建虚假活动，以50人组团瓜分500的标题，引诱客户组团，非法搜集客服资料，组团成功后用户长时间无法进入活动页面领取红包，即使进入也是2元红包跟500积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为，活动与实际不服，虚假宣传。何止诱导拉人，拉完人还诱导贷款
 虚假宣传,宁波银行,2022年05月14日 19:45, 赔偿,创建虚假活动，以50人组团瓜分500的标题，引诱客户组团，非法搜集客服资料，组团成功后用户长时间无法进入活动页面领取红包，即使进入也是2元红包跟500积分，没有所谓宣传的50人瓜分500元，存在严重的欺诈行为，活动与实际不服，虚假宣传。何止诱导拉人，拉完人还诱导贷款
