投诉问题,投诉对象,发布日期,投诉要求,投诉内容
 暴力上门催收,南京银行鑫梦享,2022年04月20日 12:28, 停止暴力催收,2021年12月申请南京银行鑫梦享贷款。2022年失去工作，紧接着疫情发生，暂时无法找到合适工作。3月时临时工工钱未结到，加上生病治疗更加无力还款。导致逾期。一直持续到4月中旬。找到新工作，但是新工作要等到一个月发工资才有钱。期间一直在跟工作人员沟通，所有问题包括生病，工作问题都跟工作人员说了。最近几天因为工作原因可能接电话不及时，也跟工作人员微信说了。19日突然有工作人员上门催收，上门前未通过任何方式同我沟通。这是明显的违规暴力操作。给我的工作生活带来极大的影响。要求立刻停止这种违规操作。另外在办理贷款时，第三方伙同银行内部人员收取我5千元劳务费。当面给银行打电话让放款。转账记录都在。要求给个合理解释。
" 客服服务态度差,暴力催收，不协商还款",南京银行鑫梦享,2022年04月19日 21:13," 解释,改善服务,道歉",工作原因暂时无法还款造成逾期后，在度小满有钱花上借钱怎么会有南京银行发来催收函件，没有搞明白，而且催收电话都在接听，希望吧平台沟通一下。
 暴力催收,南京银行鑫梦享,2022年04月19日 10:57, 协商停止暴力催收,南京银行暴力催收，我在和其中一工作人员解释度小满逾期原因后，并且告诉她工作期间未能接到电话，但是仍然每天有电话打来，并且发短信威胁我。严重影响我的工作和生活，家里老人看到发得律师函和函件，吓得生病了。真是拿我们不当人，国家都有政策对于疫情期间未能还款的人员有延期的政策，南京银行不断暴力催收，想把人逼死。
 违法行为,南京银行鑫梦享,2022年04月18日 16:25," 解释,改善服务",多次给平台致电过，并且未失联 在未取得我同意的情况下，也为优先联系我 发短信告知全方面联系？ 有问题不是应该优先与我本人沟通，核实情况也应由平台正式工作人员进行 ，现在国家严令禁止网贷平台骚扰除借款人以外的人员，催收员不得频繁致电骚扰债务人及其他人员，更不得向债务人以外的人员透露债务人负债、逾期、违约等个人信息。不论短信内容是否执行，这属于威胁催收！
 客服服务态度差,南京银行鑫梦享,2022年04月17日 09:43," 解释,改善服务",南京银行股份有限公司发放的其他循环贷款已结清显示多条征信，影响买房申请房贷
 收取违约金,南京银行鑫梦享,2022年04月16日 18:56, 改善服务,本人在鑫梦享匠客贷贷了十五万，当时贷款中介要我以个人名义去贷款还教了我一些话术，服务费收取了一万一千多，至今还了八个月，因利息太高加上疫情影响后续还不上贷款，现在想提前还款还要收取利息和违约金，实在没有办法了，提前还款请求撤销违约金和利息！
" 不同意协商分期还款,违法催收",南京银行鑫梦享,2022年04月14日 12:35," 改善服务,恳请同意协商分期,我有强烈的还款意愿",尊敬的平台您好！自2020年初疫情开始，我就失业在家，后来我有了二胎，直到前几天才刚过哺乳期，把孩子给我妈妈送去，这期间我们家的收入一直只有我老公每个月3000块钱的工资，也正是疫情开始，家里生活支出日益增长，直到3月20日我意识到我还不上3月23日的唯品金融账单，资金方为南银行。我主动提前与唯品金融客服沟通申请+客服说我还没逾期，逾期后才能协商，3月24号开始，我手机就开始接到各种骚扰电话，手机直接显示骚扰电话，后得知是南京银行第三方催收，逾期期间对方用骚扰号码和手机号均和我打过电话，我每次都诚恳的给对方说明了我的基本情况和诉求。对方总是让我想办法找人借，领导们，我如果还能借来，试想会用咱百分之19.8的利息吗？今天又用025开头的座机给我发信息用法院威胁我，我问他哪个公司的，能代表南京银行吗？他不回答。我希望南京银行相关领导能够体谅疫情期间消费者的难处，我有强烈的还款意愿，前几天孩子断奶后，我应聘了酒店财务，试用期2500，3个月后还会涨一点，我老公每个月固定3000。我希望贵行也能坦诚以待，根据（商业银行监督管理办法）第70条规定，当超出还款能力且有还款意愿时可以与银行协商达成个性化分期，我不需要60期，我只需要南京银行让我喘口气，批准我分24期还款，并减免部分利息，让我有信心及时足额结清欠款。尊敬的南京银行领导们！作为债务人，我一直都会保存积极端正的心态对待，我不想做失信人，也请贵平台能给于我支持，谢谢。
 提前还款高额违约金,南京银行鑫梦享,2022年04月14日 11:14, 取消提前还款违约金,提前还款违约金额高 每天一个政策 政策的违约金金额还不一样
 虚假宣传,南京银行鑫梦享,2022年04月14日 09:32," 退款,赔偿",南京银行信用卡推出N+会员88一年，里面有一个活动是每月送一张6元还款优惠券，开通后发现这个优惠券只能使用南京银行银行卡还款才能享受，后联系客服要求退款解决问题，客服两次不给解决问题
 百分之五违约金,南京银行鑫梦享,2022年04月13日 14:47, 提前还款，免收违约金,我是在2018年先后在南京银行贷款30万元，现已无力偿还，家人愿意帮忙还款，但要求免去百分之五违约金
" 客服不处理,服务不到位,威胁恐吓,客服态度差",南京银行鑫梦享,2022年04月12日 16:26," 赔偿,道歉,作出处罚,撤销处罚","在京东金融申请的南京银行诚易贷,因为疫情原因,单位不复工,不开支, 与南京银行打电话和客服沟通, 想协商延期还款, 但是南京银行,直接逾期就转第三方催贷,威胁恐吓语气,骚扰我的家人,朋友,并且给我发送恐吓短信, 给我造成了严重的心理及精神创伤, 给我的朋友,家人也严重造成影响,  要求南京银行及第三方停止对我及我的家人和朋友的伤害, 并且协商延期还款."
 虚假发货,南京银行鑫梦享,2022年04月12日 13:23, 立即发货,本人4月5日在商城购买微波炉，地址为上海浦东，结果商城直接发货到山东青岛，联系客服联系不到，无人对接。投诉南京银行商城虚假发货，要求立即正确地址发货。
" 客服服务态度差,高利贷",南京银行鑫梦享,2022年04月11日 17:32," 退款,赔偿",本人在唯品花和360借条共借款62600元，出资方是南京银行，南京银行工作人员自述收取8%的利息，其余为担保费，其中唯品花年利率20%以上，360借条38%，要求退还超出8%的部分。
 客服服务态度差,南京银行鑫梦享,2022年04月11日 09:07," 解释,改善服务",本人通过爱奇艺小芽贷在南京银行有笔贷款逾期，之前每月都是按时换款，这个月因西安疫情没办法工作。导致周转不开逾期。我也给客服解释过。但是你们这催收真牛。打电话就说要联系家人朋友。态度恶劣，完全是地痞流氓的表现。
 虚假宣传,南京银行鑫梦享,2022年04月10日 08:18," 解释,赔偿",在南京银行N+Card上连续签到30天兑换了30元的肯德基兑换券，银行没有给兑换券，忽悠客户。打电话给客服，说会解决，过去一周了，也不给处理。把责任推给鑫商城，鑫商城又推给南京银行，在扯皮。4月2号兑换的电子券，可卡包里没有，如附件所示
 暴力催收恐吓不与协商,南京银行鑫梦享,2022年04月09日 10:30, 协商个性化免息分期,由于疫情影响个人收入降低，不得不逾期，在此之前都有按时还款，和南京银行客服沟通协商个性化分期还款，，来回推辞有半个月了，专员回电话也是说去申请，在此期间他们用私人手机号码和上门对我我进行催收，打扰我的家人对我的生活造成了严重影响，还告诉我今天一点前不解决就发律师函给我家里，还说把我的信息全部给第三方催收公司，利息特别高，还让我去借钱还他们钱，还告诉我会留终身案底希望黑猫能够帮我解决这个问题，我现在连活的希望都看不到了，天天催收我！还不给我延期还款！希望能尽快处理！
